A,B,C,D,E,F,G,H,I,J,K,L
'UPP3MT',,,'EX_for_e','EX_h2o_e','GLYCtex',,,,,,
'UPP3S',,,'EX_for_e','EX_h2o_e','PFK',,,,,,
'USHD',,,'EX_for_e','EX_h2o_e','PGK',,,,,,
'Zn2tex',,,'EX_for_e','EX_h2o_e','PGM',,,,,,
'GCALDD',,,'EX_for_e','FBA','H2Otex',,,,,,
'MAN1PT2',,,'EX_for_e','FBA','H2Otpp',,,,,,
'PMANM',,,'EX_for_e','G3PT','H2Otpp',,,,,,
'G1PCTYT',,,'EX_for_e','GAPD','H2Otex',,,,,,
'CDPGLC46DH',,,'EX_for_e','GAPD','H2Otpp',,,,,,
'CDP4D6DGLCRx',,,'EX_for_e','GLYCtex','H2Otex',,,,,,
'CDPABEQS',,,'EX_for_e','GLYCtex','H2Otpp',,,,,,
'DPR',,,'EX_for_e','GLYCtpp','H2Otpp',,,,,,
'OCBT',,,'EX_for_e','H2Otex','PFK',,,,,,
'CHORM',,,'EX_for_e','H2Otex','PGK',,,,,,
'SHSL1',,,'EX_for_e','H2Otex','PGM',,,,,,
'OACT',,,'EX_for_e','H2Otpp','PFK',,,,,,
'UDCPAT',,,'EX_for_e','H2Otpp','PGK',,,,,,
'UDCPMT',,,'EX_for_e','H2Otpp','PGM',,,,,,
'UDCPRT',,,'EX_fum_e','EX_succ_e','FUM',,,,,,
'UDCPGT',,,'EX_fum_e','FUM','SUCCtex',,,,,,
'OAO5t3pp',,,'EX_glyc_e','EX_h2o_e','EX_h_e',,,,,,
'peptido_ST',,,'EX_glyc_e','EX_h2o_e','FORtex',,,,,,
'pe2_ST',,,'EX_glyc_e','EX_h2o_e','FORtppi',,,,,,
'pg2_ST',,,'EX_glyc_e','EX_h2o_e','Htex',,,,,,
'clpn2_ST',,,'EX_glyc_e','EX_h_e','H2Otex',,,,,,
'12dgr2_ST',,,'EX_glyc_e','FORtex','H2Otex',,,,,,
'OAL_ST',,,'EX_glyc_e','FORtex','H2Otpp',,,,,,
'BIOMASS_iRR1083_metals',,,'EX_glyc_e','FORtppi','H2Otex',,,,,,
,,,'EX_glyc_e','FORtppi','H2Otpp',,,,,,
,,,'EX_glyc_e','H2Otex','Htex',,,,,,
,,,'EX_glyclt_e','GLXCL','MALS',,,,,,
,,,'EX_h2o_e','EX_h_e','FBA',,,,,,
,,,'EX_h2o_e','EX_h_e','GAPD',,,,,,
,,,'EX_h2o_e','EX_h_e','GLYCtex',,,,,,
,,,'EX_h2o_e','EX_h_e','PFK',,,,,,
,,,'EX_h2o_e','EX_h_e','PGK',,,,,,
,,,'EX_h2o_e','EX_h_e','PGM',,,,,,
,,,'EX_h2o_e','EX_h_e','ALCD2x',,,,,,
,,,'EX_h2o_e','EX_o2_e','H2Otpp',,,,,,
,,,'EX_h2o_e','FBA','FORtex',,,,,,
,,,'EX_h2o_e','FBA','FORtppi',,,,,,
,,,'EX_h2o_e','FBA','Htex',,,,,,
,,,'EX_h2o_e','FE2tex','H2Otpp',,,,,,
,,,'EX_h2o_e','FE3tex','H2Otpp',,,,,,
,,,'EX_h2o_e','FEROpp','H2Otpp',,,,,,
,,,'EX_h2o_e','FORtex','GAPD',,,,,,
,,,'EX_h2o_e','FORtex','GLYCtex',,,,,,
,,,'EX_h2o_e','FORtex','PFK',,,,,,
,,,'EX_h2o_e','FORtex','PGK',,,,,,
,,,'EX_h2o_e','FORtex','PGM',,,,,,
,,,'EX_h2o_e','FORtppi','GAPD',,,,,,
,,,'EX_h2o_e','FORtppi','GLYCtex',,,,,,
,,,'EX_h2o_e','FORtppi','PFK',,,,,,
,,,'EX_h2o_e','FORtppi','PGK',,,,,,
,,,'EX_h2o_e','FORtppi','PGM',,,,,,
,,,'EX_h2o_e','GAPD','Htex',,,,,,
,,,'EX_h2o_e','GAPD','PFL',,,,,,
,,,'EX_h2o_e','GAPD','TPI',,,,,,
,,,'EX_h2o_e','GLYCtex','Htex',,,,,,
,,,'EX_h2o_e','H2Otpp','O2tex',,,,,,
,,,'EX_h2o_e','Htex','PFK',,,,,,
,,,'EX_h2o_e','Htex','PGK',,,,,,
,,,'EX_h2o_e','Htex','PGM',,,,,,
,,,'EX_h2o_e','Htex','ALCD2x',,,,,,
,,,'EX_h2o_e','PFL','PGK',,,,,,
,,,'EX_h2o_e','PGK','TPI',,,,,,
,,,'EX_h_e','EX_o2_e','PDH',,,,,,
,,,'EX_h_e','EX_o2_e','ALCD2x',,,,,,
,,,'EX_h_e','FBA','H2Otex',,,,,,
,,,'EX_h_e','GAPD','H2Otex',,,,,,
,,,'EX_h_e','GLYCtex','H2Otex',,,,,,
,,,'EX_h_e','H2Otex','PFK',,,,,,
,,,'EX_h_e','H2Otex','PGK',,,,,,
,,,'EX_h_e','H2Otex','PGM',,,,,,
,,,'EX_h_e','H2Otex','ALCD2x',,,,,,
,,,'EX_h_e','O2tex','PDH',,,,,,
,,,'EX_h_e','O2tex','ALCD2x',,,,,,
,,,'EX_lac__D_e','EX_o2_e','ALCD2x',,,,,,
,,,'EX_lac__D_e','O2tex','ALCD2x',,,,,,
,,,'EX_lac__D_e','O2tpp','ALCD2x',,,,,,
,,,'EX_o2_e','G6PDH2r','RPE',,,,,,
,,,'EX_o2_e','G6PDH2r','TKT2',,,,,,
,,,'EX_o2_e','GLCptspp','GLCt2pp',,,,,,
,,,'EX_o2_e','GLCptspp','PYK',,,,,,
,,,'EX_o2_e','GLCptspp','ALCD2x',,,,,,
,,,'EX_o2_e','GLCt2pp','PGI',,,,,,
,,,'EX_o2_e','H2Otex','H2Otpp',,,,,,
,,,'EX_o2_e','HEX7','PGI',,,,,,
,,,'EX_o2_e','Htex','PDH',,,,,,
,,,'EX_o2_e','Htex','ALCD2x',,,,,,
,,,'EX_o2_e','LDH_D','ALCD2x',,,,,,
,,,'EX_o2_e','PGI','PYK',,,,,,
,,,'EX_o2_e','PGI','XYLI2',,,,,,
,,,'EX_o2_e','PGI','ALCD2x',,,,,,
,,,'EX_o2_e','PGL','RPE',,,,,,
,,,'EX_o2_e','PGL','TKT2',,,,,,
,,,'EX_o2_e','PYK','ALCD2x',,,,,,
,,,'EX_o2_e','PYK','OAADCS',,,,,,
,,,'EX_succ_e','FUM','FUMtex',,,,,,
,,,'EX_succ_e','FUM','SUCFUMtpp',,,,,,
,,,'EX_succ_e','SUCDi','SUCOAS',,,,,,
,,,'FBA','FORtex','H2Otex',,,,,,
,,,'FBA','FORtex','H2Otpp',,,,,,
,,,'FBA','FORtppi','H2Otex',,,,,,
,,,'FBA','FORtppi','H2Otpp',,,,,,
,,,'FBA','H2Otex','Htex',,,,,,
,,,'FE2tex','H2Otex','H2Otpp',,,,,,
,,,'FE3tex','H2Otex','H2Otpp',,,,,,
,,,'FEROpp','H2Otex','H2Otpp',,,,,,
,,,'FLDR','NDPK5','PFOR',,,,,,
,,,'FLDR','NDPK7','PFOR',,,,,,
,,,'FLDR','NDPK8','PFOR',,,,,,
,,,'FORtex','G3PT','H2Otpp',,,,,,
,,,'FORtex','GAPD','H2Otex',,,,,,
,,,'FORtex','GAPD','H2Otpp',,,,,,
,,,'FORtex','GLYCtex','H2Otex',,,,,,
,,,'FORtex','GLYCtex','H2Otpp',,,,,,
,,,'FORtex','GLYCtpp','H2Otpp',,,,,,
,,,'FORtex','H2Otex','PFK',,,,,,
,,,'FORtex','H2Otex','PGK',,,,,,
,,,'FORtex','H2Otex','PGM',,,,,,
,,,'FORtex','H2Otpp','PFK',,,,,,
,,,'FORtex','H2Otpp','PGK',,,,,,
,,,'FORtex','H2Otpp','PGM',,,,,,
,,,'FORtppi','G3PT','H2Otpp',,,,,,
,,,'FORtppi','GAPD','H2Otex',,,,,,
,,,'FORtppi','GAPD','H2Otpp',,,,,,
,,,'FORtppi','GLYCtex','H2Otex',,,,,,
,,,'FORtppi','GLYCtex','H2Otpp',,,,,,
,,,'FORtppi','GLYCtpp','H2Otpp',,,,,,
,,,'FORtppi','H2Otex','PFK',,,,,,
,,,'FORtppi','H2Otex','PGK',,,,,,
,,,'FORtppi','H2Otex','PGM',,,,,,
,,,'FORtppi','H2Otpp','PFK',,,,,,
,,,'FORtppi','H2Otpp','PGK',,,,,,
,,,'FORtppi','H2Otpp','PGM',,,,,,
,,,'FUM','FUMtex','SUCCtex',,,,,,
,,,'FUM','GAPD','PPS',,,,,,
,,,'FUM','GAPD','TPI',,,,,,
,,,'FUM','PGK','PPS',,,,,,
,,,'FUM','PGK','TPI',,,,,,
,,,'FUM','PGM','PPS',,,,,,
,,,'FUM','SUCCtex','SUCFUMtpp',,,,,,
,,,'G6PDH2r','GLCDpp','RPE',,,,,,
,,,'G6PDH2r','GLCDpp','TKT2',,,,,,
,,,'G6PDH2r','GLCNt2rpp','RPE',,,,,,
,,,'G6PDH2r','GLCNt2rpp','TKT2',,,,,,
,,,'G6PDH2r','GNK','RPE',,,,,,
,,,'G6PDH2r','GNK','TKT2',,,,,,
,,,'G6PDH2r','O2tex','RPE',,,,,,
,,,'G6PDH2r','O2tex','TKT2',,,,,,
,,,'G6PDH2r','O2tpp','RPE',,,,,,
,,,'G6PDH2r','O2tpp','TKT2',,,,,,
,,,'GAPD','GARFT','TPI',,,,,,
,,,'GAPD','GART','TPI',,,,,,
,,,'GAPD','GLCDpp','TPI',,,,,,
,,,'GAPD','GLCNt2rpp','TPI',,,,,,
,,,'GAPD','H2Otex','Htex',,,,,,
,,,'GAPD','H2Otex','PFL',,,,,,
,,,'GAPD','H2Otex','TPI',,,,,,
,,,'GAPD','H2Otpp','PFL',,,,,,
,,,'GAPD','H2Otpp','TPI',,,,,,
,,,'GAPD','ICL','PPS',,,,,,
,,,'GAPD','MCITD','TPI',,,,,,
,,,'GAPD','MCITL2','TPI',,,,,,
,,,'GAPD','MCITS','TPI',,,,,,
,,,'GAPD','MDH','PPS',,,,,,
,,,'GAPD','MICITDr','TPI',,,,,,
,,,'GAPD','OBTFL','TPI',,,,,,
,,,'GAPD','PPC','TPI',,,,,,
,,,'GAPD','PPS','SUCDi',,,,,,
,,,'GAPD','PPS','TPI',,,,,,
,,,'GAPD','SUCDi','TPI',,,,,,
,,,'GARFT','GHMT2r','GLYCL',,,,,,
,,,'GARFT','GLYCL','PGCD',,,,,,
,,,'GARFT','GLYCL','PSERT',,,,,,
,,,'GARFT','GLYCL','PSP_L',,,,,,
,,,'GARFT','PGK','TPI',,,,,,
,,,'GART','GHMT2r','GLYCL',,,,,,
,,,'GART','GLYCL','PGCD',,,,,,
,,,'GART','GLYCL','PSERT',,,,,,
,,,'GART','GLYCL','PSP_L',,,,,,
,,,'GART','PGK','TPI',,,,,,
,,,'GHMT2r','GLYCL','MTHFC',,,,,,
,,,'GHMT2r','GLYCL','MTHFD',,,,,,
,,,'GHMT2r','THRA','THRD',,,,,,
,,,'GLCDpp','PGK','TPI',,,,,,
,,,'GLCDpp','PGL','RPE',,,,,,
,,,'GLCDpp','PGL','TKT2',,,,,,
,,,'GLCNt2rpp','PGK','TPI',,,,,,
,,,'GLCNt2rpp','PGL','RPE',,,,,,
,,,'GLCNt2rpp','PGL','TKT2',,,,,,
,,,'GLCptspp','GLCt2pp','O2tex',,,,,,
,,,'GLCptspp','GLCt2pp','O2tpp',,,,,,
,,,'GLCptspp','HEX1','PGI',,,,,,
,,,'GLCptspp','O2tex','PYK',,,,,,
,,,'GLCptspp','O2tex','ALCD2x',,,,,,
,,,'GLCptspp','O2tpp','PYK',,,,,,
,,,'GLCptspp','O2tpp','ALCD2x',,,,,,
,,,'GLCt2pp','O2tex','PGI',,,,,,
,,,'GLCt2pp','O2tpp','PGI',,,,,,
,,,'GLXCL','GLYCLTt2rpp','MALS',,,,,,
,,,'GLXCL','GLYCLTtex','MALS',,,,,,
,,,'GLYCL','MTHFC','PGCD',,,,,,
,,,'GLYCL','MTHFC','PSERT',,,,,,
,,,'GLYCL','MTHFC','PSP_L',,,,,,
,,,'GLYCL','MTHFD','PGCD',,,,,,
,,,'GLYCL','MTHFD','PSERT',,,,,,
,,,'GLYCL','MTHFD','PSP_L',,,,,,
,,,'GLYCtex','H2Otex','Htex',,,,,,
,,,'GNK','PGL','RPE',,,,,,
,,,'GNK','PGL','TKT2',,,,,,
,,,'GRXR','RNDR1','RNTR1c',,,,,,
,,,'GRXR','RNDR2','RNTR2c',,,,,,
,,,'GRXR','RNDR3','RNTR3c',,,,,,
,,,'GTHOr','RNDR1','RNTR1c',,,,,,
,,,'GTHOr','RNDR2','RNTR2c',,,,,,
,,,'GTHOr','RNDR3','RNTR3c',,,,,,
,,,'H2Otex','H2Otpp','O2tex',,,,,,
,,,'H2Otex','Htex','PFK',,,,,,
,,,'H2Otex','Htex','PGK',,,,,,
,,,'H2Otex','Htex','PGM',,,,,,
,,,'H2Otex','Htex','ALCD2x',,,,,,
,,,'H2Otex','PFL','PGK',,,,,,
,,,'H2Otex','PGK','TPI',,,,,,
,,,'H2Otpp','PFL','PGK',,,,,,
,,,'H2Otpp','PGK','TPI',,,,,,
,,,'HEX7','O2tex','PGI',,,,,,
,,,'HEX7','O2tpp','PGI',,,,,,
,,,'Htex','O2tex','PDH',,,,,,
,,,'Htex','O2tex','ALCD2x',,,,,,
,,,'ICL','PGK','PPS',,,,,,
,,,'ICL','PGM','PPS',,,,,,
,,,'LDH_D','O2tex','ALCD2x',,,,,,
,,,'LDH_D','O2tpp','ALCD2x',,,,,,
,,,'MCITD','PGK','TPI',,,,,,
,,,'MCITL2','PGK','TPI',,,,,,
,,,'MCITS','PGK','TPI',,,,,,
,,,'MDH','PGK','PPS',,,,,,
,,,'MDH','PGM','PPS',,,,,,
,,,'MG2t3_2pp','MG2tpp','MG2uabcpp',,,,,,
,,,'MICITDr','PGK','TPI',,,,,,
,,,'MN2tpp','MNt2pp','MNabc_1',,,,,,
,,,'MTHFC','OBTFL','PFL',,,,,,
,,,'MTHFD','OBTFL','PFL',,,,,,
,,,'O2tex','PGI','PYK',,,,,,
,,,'O2tex','PGI','XYLI2',,,,,,
,,,'O2tex','PGI','ALCD2x',,,,,,
,,,'O2tex','PGL','RPE',,,,,,
,,,'O2tex','PGL','TKT2',,,,,,
,,,'O2tex','PYK','ALCD2x',,,,,,
,,,'O2tex','PYK','OAADCS',,,,,,
,,,'O2tpp','PGI','PYK',,,,,,
,,,'O2tpp','PGI','XYLI2',,,,,,
,,,'O2tpp','PGI','ALCD2x',,,,,,
,,,'O2tpp','PGL','RPE',,,,,,
,,,'O2tpp','PGL','TKT2',,,,,,
,,,'O2tpp','PYK','ALCD2x',,,,,,
,,,'O2tpp','PYK','OAADCS',,,,,,
,,,'OBTFL','PGK','TPI',,,,,,
,,,'PGCD','THRA','THRD',,,,,,
,,,'PGK','PPC','TPI',,,,,,
,,,'PGK','PPS','SUCDi',,,,,,
,,,'PGK','PPS','TPI',,,,,,
,,,'PGK','SUCDi','TPI',,,,,,
,,,'PGM','PPS','SUCDi',,,,,,
,,,'PSERT','THRA','THRD',,,,,,
,,,'PSP_L','THRA','THRD',,,,,,
,,,'RNDR1','RNDR1b','RNTR1c',,,,,,
,,,'RNDR1b','RNTR1c','TRDR',,,,,,
,,,'RNDR2','RNDR2b','RNTR2c',,,,,,
,,,'RNDR2b','RNTR2c','TRDR',,,,,,
,,,'RNDR3','RNDR3b','RNTR3c',,,,,,
,,,'RNDR3b','RNTR3c','TRDR',,,,,,
,,,'SUCCt3pp','SUCDi','SUCOAS',,,,,,
,,,'SUCCtex','SUCDi','SUCOAS',,,,,,
