A,B,C,D,E,F,G,H,I,J,K,L
,,,'3HAD40','ACOAD4f','FACOAE80',,,,,,
,,,'3HAD40','ECOAH4','FACOAE80',,,,,,
,,,'3HAD40','FACOAE80','HACD4',,,,,,
,,,'3HAD60','AACPS9','ACACT4r',,,,,,
,,,'3HAD60','AACPS9','ACOAD4f',,,,,,
,,,'3HAD60','AACPS9','ECOAH4',,,,,,
,,,'3HAD60','AACPS9','HACD4',,,,,,
,,,'3HAD60','ACACT4r','FACOAE80',,,,,,
,,,'3HAD60','ACOAD2f','ACOAD2',,,,,,
,,,'3HAD60','ACOAD4f','FACOAE80',,,,,,
,,,'3HAD60','ECOAH4','FACOAE80',,,,,,
,,,'3HAD60','FACOAE80','HACD4',,,,,,
,,,'3HAD80','AACPS9','ACACT4r',,,,,,
,,,'3HAD80','AACPS9','ACOAD4f',,,,,,
,,,'3HAD80','AACPS9','ECOAH4',,,,,,
,,,'3HAD80','AACPS9','HACD4',,,,,,
,,,'3HAD80','ACACT4r','FACOAE80',,,,,,
,,,'3HAD80','ACOAD2f','ACOAD2',,,,,,
,,,'3HAD80','ACOAD4f','FACOAE80',,,,,,
,,,'3HAD80','ECOAH4','FACOAE80',,,,,,
,,,'3HAD80','FACOAE80','HACD4',,,,,,
,,,'3OAR100','3OAR120','ACACT5r',,,,,,
,,,'3OAR100','3OAR120','ACOAD5f',,,,,,
,,,'3OAR100','3OAR120','ECOAH5',,,,,,
,,,'3OAR100','3OAR120','HACD5',,,,,,
,,,'3OAR100','3OAS120','ACACT5r',,,,,,
,,,'3OAR100','3OAS120','ACOAD5f',,,,,,
,,,'3OAR100','3OAS120','ECOAH5',,,,,,
,,,'3OAR100','3OAS120','HACD5',,,,,,
,,,'3OAR100','AACPS2','AACPS4',,,,,,
,,,'3OAR100','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAR100','AACPS2','FACOAE161',,,,,,
,,,'3OAR100','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAR100','AACPS4','FACOAE141',,,,,,
,,,'3OAR100','AACPS7','AACPS8',,,,,,
,,,'3OAR100','AACPS7','FACOAE100',,,,,,
,,,'3OAR100','AACPS8','ACACT5r',,,,,,
,,,'3OAR100','AACPS8','ACOAD5f',,,,,,
,,,'3OAR100','AACPS8','ECOAH5',,,,,,
,,,'3OAR100','AACPS8','FACOAE120',,,,,,
,,,'3OAR100','AACPS8','HACD5',,,,,,
,,,'3OAR100','ACACT5r','FACOAE100',,,,,,
,,,'3OAR100','ACOAD2f','ACOAD2',,,,,,
,,,'3OAR100','ACOAD5f','FACOAE100',,,,,,
,,,'3OAR100','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAR100','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAR100','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAR100','ECOAH5','FACOAE100',,,,,,
,,,'3OAR100','FACOAE100','FACOAE120',,,,,,
,,,'3OAR100','FACOAE100','HACD5',,,,,,
,,,'3OAR100','FACOAE141','FACOAE161',,,,,,
,,,'3OAR120','3OAR121','ACACT1r',,,,,,
,,,'3OAR120','3OAR121','ACACT2r',,,,,,
,,,'3OAR120','3OAR121','ACACT3r',,,,,,
,,,'3OAR120','3OAR121','ACACT4r',,,,,,
,,,'3OAR120','3OAR121','ACACT5r',,,,,,
,,,'3OAR120','3OAR121','ACOAD1f',,,,,,
,,,'3OAR120','3OAR121','ACOAD3f',,,,,,
,,,'3OAR120','3OAR121','ACOAD4f',,,,,,
,,,'3OAR120','3OAR121','ACOAD5f',,,,,,
,,,'3OAR120','3OAR121','ECOAH1',,,,,,
,,,'3OAR120','3OAR121','ECOAH2',,,,,,
,,,'3OAR120','3OAR121','ECOAH3',,,,,,
,,,'3OAR120','3OAR121','ECOAH4',,,,,,
,,,'3OAR120','3OAR121','ECOAH5',,,,,,
,,,'3OAR120','3OAR121','HACD1',,,,,,
,,,'3OAR120','3OAR121','HACD2',,,,,,
,,,'3OAR120','3OAR121','HACD3',,,,,,
,,,'3OAR120','3OAR121','HACD4',,,,,,
,,,'3OAR120','3OAR121','HACD5',,,,,,
,,,'3OAR120','3OAR141','ACACT1r',,,,,,
,,,'3OAR120','3OAR141','ACACT2r',,,,,,
,,,'3OAR120','3OAR141','ACACT3r',,,,,,
,,,'3OAR120','3OAR141','ACACT4r',,,,,,
,,,'3OAR120','3OAR141','ACACT5r',,,,,,
,,,'3OAR120','3OAR141','ACOAD1f',,,,,,
,,,'3OAR120','3OAR141','ACOAD3f',,,,,,
,,,'3OAR120','3OAR141','ACOAD4f',,,,,,
,,,'3OAR120','3OAR141','ACOAD5f',,,,,,
,,,'3OAR120','3OAR141','ECOAH1',,,,,,
,,,'3OAR120','3OAR141','ECOAH2',,,,,,
,,,'3OAR120','3OAR141','ECOAH3',,,,,,
,,,'3OAR120','3OAR141','ECOAH4',,,,,,
,,,'3OAR120','3OAR141','ECOAH5',,,,,,
,,,'3OAR120','3OAR141','HACD1',,,,,,
,,,'3OAR120','3OAR141','HACD2',,,,,,
,,,'3OAR120','3OAR141','HACD3',,,,,,
,,,'3OAR120','3OAR141','HACD4',,,,,,
,,,'3OAR120','3OAR141','HACD5',,,,,,
,,,'3OAR120','3OAS100','ACACT5r',,,,,,
,,,'3OAR120','3OAS100','ACOAD5f',,,,,,
,,,'3OAR120','3OAS100','ECOAH5',,,,,,
,,,'3OAR120','3OAS100','HACD5',,,,,,
,,,'3OAR120','3OAS121','ACACT1r',,,,,,
,,,'3OAR120','3OAS121','ACACT2r',,,,,,
,,,'3OAR120','3OAS121','ACACT3r',,,,,,
,,,'3OAR120','3OAS121','ACACT4r',,,,,,
,,,'3OAR120','3OAS121','ACACT5r',,,,,,
,,,'3OAR120','3OAS121','ACOAD1f',,,,,,
,,,'3OAR120','3OAS121','ACOAD3f',,,,,,
,,,'3OAR120','3OAS121','ACOAD4f',,,,,,
,,,'3OAR120','3OAS121','ACOAD5f',,,,,,
,,,'3OAR120','3OAS121','ECOAH1',,,,,,
,,,'3OAR120','3OAS121','ECOAH2',,,,,,
,,,'3OAR120','3OAS121','ECOAH3',,,,,,
,,,'3OAR120','3OAS121','ECOAH4',,,,,,
,,,'3OAR120','3OAS121','ECOAH5',,,,,,
,,,'3OAR120','3OAS121','HACD1',,,,,,
,,,'3OAR120','3OAS121','HACD2',,,,,,
,,,'3OAR120','3OAS121','HACD3',,,,,,
,,,'3OAR120','3OAS121','HACD4',,,,,,
,,,'3OAR120','3OAS121','HACD5',,,,,,
,,,'3OAR120','3OAS141','ACACT1r',,,,,,
,,,'3OAR120','3OAS141','ACACT2r',,,,,,
,,,'3OAR120','3OAS141','ACACT3r',,,,,,
,,,'3OAR120','3OAS141','ACACT4r',,,,,,
,,,'3OAR120','3OAS141','ACACT5r',,,,,,
,,,'3OAR120','3OAS141','ACOAD1f',,,,,,
,,,'3OAR120','3OAS141','ACOAD3f',,,,,,
,,,'3OAR120','3OAS141','ACOAD4f',,,,,,
,,,'3OAR120','3OAS141','ACOAD5f',,,,,,
,,,'3OAR120','3OAS141','ECOAH1',,,,,,
,,,'3OAR120','3OAS141','ECOAH2',,,,,,
,,,'3OAR120','3OAS141','ECOAH3',,,,,,
,,,'3OAR120','3OAS141','ECOAH4',,,,,,
,,,'3OAR120','3OAS141','ECOAH5',,,,,,
,,,'3OAR120','3OAS141','HACD1',,,,,,
,,,'3OAR120','3OAS141','HACD2',,,,,,
,,,'3OAR120','3OAS141','HACD3',,,,,,
,,,'3OAR120','3OAS141','HACD4',,,,,,
,,,'3OAR120','3OAS141','HACD5',,,,,,
,,,'3OAR120','ACACT1r','ACACT6r',,,,,,
,,,'3OAR120','ACACT1r','ECOAH6',,,,,,
,,,'3OAR120','ACACT1r','T2DECAI',,,,,,
,,,'3OAR120','ACACT2r','ACACT6r',,,,,,
,,,'3OAR120','ACACT2r','ECOAH6',,,,,,
,,,'3OAR120','ACACT2r','T2DECAI',,,,,,
,,,'3OAR120','ACACT3r','ACACT6r',,,,,,
,,,'3OAR120','ACACT3r','ECOAH6',,,,,,
,,,'3OAR120','ACACT3r','T2DECAI',,,,,,
,,,'3OAR120','ACACT4r','ACACT6r',,,,,,
,,,'3OAR120','ACACT4r','ECOAH6',,,,,,
,,,'3OAR120','ACACT4r','T2DECAI',,,,,,
,,,'3OAR120','ACACT5r','ACACT6r',,,,,,
,,,'3OAR120','ACACT5r','ECOAH6',,,,,,
,,,'3OAR120','ACACT5r','T2DECAI',,,,,,
,,,'3OAR120','ACACT6r','ACOAD1f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD3f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD4f',,,,,,
,,,'3OAR120','ACACT6r','ACOAD5f',,,,,,
,,,'3OAR120','ACACT6r','ECOAH1',,,,,,
,,,'3OAR120','ACACT6r','ECOAH2',,,,,,
,,,'3OAR120','ACACT6r','ECOAH3',,,,,,
,,,'3OAR120','ACACT6r','ECOAH4',,,,,,
,,,'3OAR120','ACACT6r','ECOAH5',,,,,,
,,,'3OAR120','ACACT6r','HACD1',,,,,,
,,,'3OAR120','ACACT6r','HACD2',,,,,,
,,,'3OAR120','ACACT6r','HACD3',,,,,,
,,,'3OAR120','ACACT6r','HACD4',,,,,,
,,,'3OAR120','ACACT6r','HACD5',,,,,,
,,,'3OAR120','ACOAD1f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD1f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD3f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD3f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD4f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD4f','T2DECAI',,,,,,
,,,'3OAR120','ACOAD5f','ECOAH6',,,,,,
,,,'3OAR120','ACOAD5f','T2DECAI',,,,,,
,,,'3OAR120','ECOAH1','ECOAH6',,,,,,
,,,'3OAR120','ECOAH1','T2DECAI',,,,,,
,,,'3OAR120','ECOAH2','ECOAH6',,,,,,
,,,'3OAR120','ECOAH2','T2DECAI',,,,,,
,,,'3OAR120','ECOAH3','ECOAH6',,,,,,
,,,'3OAR120','ECOAH3','T2DECAI',,,,,,
,,,'3OAR120','ECOAH4','ECOAH6',,,,,,
,,,'3OAR120','ECOAH4','T2DECAI',,,,,,
,,,'3OAR120','ECOAH5','ECOAH6',,,,,,
,,,'3OAR120','ECOAH5','T2DECAI',,,,,,
,,,'3OAR120','ECOAH6','HACD1',,,,,,
,,,'3OAR120','ECOAH6','HACD2',,,,,,
,,,'3OAR120','ECOAH6','HACD3',,,,,,
,,,'3OAR120','ECOAH6','HACD4',,,,,,
,,,'3OAR120','ECOAH6','HACD5',,,,,,
,,,'3OAR120','HACD1','T2DECAI',,,,,,
,,,'3OAR120','HACD2','T2DECAI',,,,,,
,,,'3OAR120','HACD3','T2DECAI',,,,,,
,,,'3OAR120','HACD4','T2DECAI',,,,,,
,,,'3OAR120','HACD5','T2DECAI',,,,,,
,,,'3OAR121','3OAS120','ACACT1r',,,,,,
,,,'3OAR121','3OAS120','ACACT2r',,,,,,
,,,'3OAR121','3OAS120','ACACT3r',,,,,,
,,,'3OAR121','3OAS120','ACACT4r',,,,,,
,,,'3OAR121','3OAS120','ACACT5r',,,,,,
,,,'3OAR121','3OAS120','ACOAD1f',,,,,,
,,,'3OAR121','3OAS120','ACOAD3f',,,,,,
,,,'3OAR121','3OAS120','ACOAD4f',,,,,,
,,,'3OAR121','3OAS120','ACOAD5f',,,,,,
,,,'3OAR121','3OAS120','ECOAH1',,,,,,
,,,'3OAR121','3OAS120','ECOAH2',,,,,,
,,,'3OAR121','3OAS120','ECOAH3',,,,,,
,,,'3OAR121','3OAS120','ECOAH4',,,,,,
,,,'3OAR121','3OAS120','ECOAH5',,,,,,
,,,'3OAR121','3OAS120','HACD1',,,,,,
,,,'3OAR121','3OAS120','HACD2',,,,,,
,,,'3OAR121','3OAS120','HACD3',,,,,,
,,,'3OAR121','3OAS120','HACD4',,,,,,
,,,'3OAR121','3OAS120','HACD5',,,,,,
,,,'3OAR121','AACPS2','AACPS4',,,,,,
,,,'3OAR121','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAR121','AACPS2','FACOAE161',,,,,,
,,,'3OAR121','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAR121','AACPS4','FACOAE141',,,,,,
,,,'3OAR121','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAR121','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAR121','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAR121','FACOAE141','FACOAE161',,,,,,
,,,'3OAR141','3OAS120','ACACT1r',,,,,,
,,,'3OAR141','3OAS120','ACACT2r',,,,,,
,,,'3OAR141','3OAS120','ACACT3r',,,,,,
,,,'3OAR141','3OAS120','ACACT4r',,,,,,
,,,'3OAR141','3OAS120','ACACT5r',,,,,,
,,,'3OAR141','3OAS120','ACOAD1f',,,,,,
,,,'3OAR141','3OAS120','ACOAD3f',,,,,,
,,,'3OAR141','3OAS120','ACOAD4f',,,,,,
,,,'3OAR141','3OAS120','ACOAD5f',,,,,,
,,,'3OAR141','3OAS120','ECOAH1',,,,,,
,,,'3OAR141','3OAS120','ECOAH2',,,,,,
,,,'3OAR141','3OAS120','ECOAH3',,,,,,
,,,'3OAR141','3OAS120','ECOAH4',,,,,,
,,,'3OAR141','3OAS120','ECOAH5',,,,,,
,,,'3OAR141','3OAS120','HACD1',,,,,,
,,,'3OAR141','3OAS120','HACD2',,,,,,
,,,'3OAR141','3OAS120','HACD3',,,,,,
,,,'3OAR141','3OAS120','HACD4',,,,,,
,,,'3OAR141','3OAS120','HACD5',,,,,,
,,,'3OAR141','AACPS2','AACPS4',,,,,,
,,,'3OAR141','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAR141','AACPS2','FACOAE161',,,,,,
,,,'3OAR141','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAR141','AACPS4','FACOAE141',,,,,,
,,,'3OAR141','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAR141','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAR141','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAR141','FACOAE141','FACOAE161',,,,,,
,,,'3OAR160','3OAR161','ACACT7r',,,,,,
,,,'3OAR160','3OAR161','ECOAH7',,,,,,
,,,'3OAR160','3OAR161','HACD7',,,,,,
,,,'3OAR160','3OAR181','ACOAD7f',,,,,,
,,,'3OAR160','3OAS161','ACACT7r',,,,,,
,,,'3OAR160','3OAS161','ECOAH7',,,,,,
,,,'3OAR160','3OAS161','HACD7',,,,,,
,,,'3OAR160','3OAS181','ACOAD7f',,,,,,
,,,'3OAR160','ACACT8r','ACOAD7f',,,,,,
,,,'3OAR160','ACOAD7f','ECOAH8',,,,,,
,,,'3OAR160','ACOAD7f','FACOAL181t2pp',,,,,,
,,,'3OAR161','3OAS160','ACACT7r',,,,,,
,,,'3OAR161','3OAS160','ECOAH7',,,,,,
,,,'3OAR161','3OAS160','HACD7',,,,,,
,,,'3OAR181','3OAS160','ACOAD7f',,,,,,
,,,'3OAR40','AACPS9','ACACT4r',,,,,,
,,,'3OAR40','AACPS9','ACOAD4f',,,,,,
,,,'3OAR40','AACPS9','ECOAH4',,,,,,
,,,'3OAR40','AACPS9','HACD4',,,,,,
,,,'3OAR40','ACACT4r','FACOAE80',,,,,,
,,,'3OAR40','ACOAD2f','ACOAD2',,,,,,
,,,'3OAR40','ACOAD4f','FACOAE80',,,,,,
,,,'3OAR40','ECOAH4','FACOAE80',,,,,,
,,,'3OAR40','FACOAE80','HACD4',,,,,,
,,,'3OAR60','AACPS9','ACACT4r',,,,,,
,,,'3OAR60','AACPS9','ACOAD4f',,,,,,
,,,'3OAR60','AACPS9','ECOAH4',,,,,,
,,,'3OAR60','AACPS9','HACD4',,,,,,
,,,'3OAR60','ACACT4r','FACOAE80',,,,,,
,,,'3OAR60','ACOAD2f','ACOAD2',,,,,,
,,,'3OAR60','ACOAD4f','FACOAE80',,,,,,
,,,'3OAR60','ECOAH4','FACOAE80',,,,,,
,,,'3OAR60','FACOAE80','HACD4',,,,,,
,,,'3OAR80','AACPS9','ACACT4r',,,,,,
,,,'3OAR80','AACPS9','ACOAD4f',,,,,,
,,,'3OAR80','AACPS9','ECOAH4',,,,,,
,,,'3OAR80','AACPS9','HACD4',,,,,,
,,,'3OAR80','ACACT4r','FACOAE80',,,,,,
,,,'3OAR80','ACOAD2f','ACOAD2',,,,,,
,,,'3OAR80','ACOAD4f','FACOAE80',,,,,,
,,,'3OAR80','ECOAH4','FACOAE80',,,,,,
,,,'3OAR80','FACOAE80','HACD4',,,,,,
,,,'3OAS100','3OAS120','ACACT5r',,,,,,
,,,'3OAS100','3OAS120','ACOAD5f',,,,,,
,,,'3OAS100','3OAS120','ECOAH5',,,,,,
,,,'3OAS100','3OAS120','HACD5',,,,,,
,,,'3OAS100','AACPS2','AACPS4',,,,,,
,,,'3OAS100','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAS100','AACPS2','FACOAE161',,,,,,
,,,'3OAS100','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAS100','AACPS4','FACOAE141',,,,,,
,,,'3OAS100','AACPS7','AACPS8',,,,,,
,,,'3OAS100','AACPS7','FACOAE100',,,,,,
,,,'3OAS100','AACPS8','ACACT5r',,,,,,
,,,'3OAS100','AACPS8','ACOAD5f',,,,,,
,,,'3OAS100','AACPS8','ECOAH5',,,,,,
,,,'3OAS100','AACPS8','FACOAE120',,,,,,
,,,'3OAS100','AACPS8','HACD5',,,,,,
,,,'3OAS100','ACACT5r','FACOAE100',,,,,,
,,,'3OAS100','ACOAD2f','ACOAD2',,,,,,
,,,'3OAS100','ACOAD5f','FACOAE100',,,,,,
,,,'3OAS100','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAS100','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAS100','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAS100','ECOAH5','FACOAE100',,,,,,
,,,'3OAS100','FACOAE100','FACOAE120',,,,,,
,,,'3OAS100','FACOAE100','HACD5',,,,,,
,,,'3OAS100','FACOAE141','FACOAE161',,,,,,
,,,'3OAS120','3OAS121','ACACT1r',,,,,,
,,,'3OAS120','3OAS121','ACACT2r',,,,,,
,,,'3OAS120','3OAS121','ACACT3r',,,,,,
,,,'3OAS120','3OAS121','ACACT4r',,,,,,
,,,'3OAS120','3OAS121','ACACT5r',,,,,,
,,,'3OAS120','3OAS121','ACOAD1f',,,,,,
,,,'3OAS120','3OAS121','ACOAD3f',,,,,,
,,,'3OAS120','3OAS121','ACOAD4f',,,,,,
,,,'3OAS120','3OAS121','ACOAD5f',,,,,,
,,,'3OAS120','3OAS121','ECOAH1',,,,,,
,,,'3OAS120','3OAS121','ECOAH2',,,,,,
,,,'3OAS120','3OAS121','ECOAH3',,,,,,
,,,'3OAS120','3OAS121','ECOAH4',,,,,,
,,,'3OAS120','3OAS121','ECOAH5',,,,,,
,,,'3OAS120','3OAS121','HACD1',,,,,,
,,,'3OAS120','3OAS121','HACD2',,,,,,
,,,'3OAS120','3OAS121','HACD3',,,,,,
,,,'3OAS120','3OAS121','HACD4',,,,,,
,,,'3OAS120','3OAS121','HACD5',,,,,,
,,,'3OAS120','3OAS141','ACACT1r',,,,,,
,,,'3OAS120','3OAS141','ACACT2r',,,,,,
,,,'3OAS120','3OAS141','ACACT3r',,,,,,
,,,'3OAS120','3OAS141','ACACT4r',,,,,,
,,,'3OAS120','3OAS141','ACACT5r',,,,,,
,,,'3OAS120','3OAS141','ACOAD1f',,,,,,
,,,'3OAS120','3OAS141','ACOAD3f',,,,,,
,,,'3OAS120','3OAS141','ACOAD4f',,,,,,
,,,'3OAS120','3OAS141','ACOAD5f',,,,,,
,,,'3OAS120','3OAS141','ECOAH1',,,,,,
,,,'3OAS120','3OAS141','ECOAH2',,,,,,
,,,'3OAS120','3OAS141','ECOAH3',,,,,,
,,,'3OAS120','3OAS141','ECOAH4',,,,,,
,,,'3OAS120','3OAS141','ECOAH5',,,,,,
,,,'3OAS120','3OAS141','HACD1',,,,,,
,,,'3OAS120','3OAS141','HACD2',,,,,,
,,,'3OAS120','3OAS141','HACD3',,,,,,
,,,'3OAS120','3OAS141','HACD4',,,,,,
,,,'3OAS120','3OAS141','HACD5',,,,,,
,,,'3OAS120','ACACT1r','ACACT6r',,,,,,
,,,'3OAS120','ACACT1r','ECOAH6',,,,,,
,,,'3OAS120','ACACT1r','T2DECAI',,,,,,
,,,'3OAS120','ACACT2r','ACACT6r',,,,,,
,,,'3OAS120','ACACT2r','ECOAH6',,,,,,
,,,'3OAS120','ACACT2r','T2DECAI',,,,,,
,,,'3OAS120','ACACT3r','ACACT6r',,,,,,
,,,'3OAS120','ACACT3r','ECOAH6',,,,,,
,,,'3OAS120','ACACT3r','T2DECAI',,,,,,
,,,'3OAS120','ACACT4r','ACACT6r',,,,,,
,,,'3OAS120','ACACT4r','ECOAH6',,,,,,
,,,'3OAS120','ACACT4r','T2DECAI',,,,,,
,,,'3OAS120','ACACT5r','ACACT6r',,,,,,
,,,'3OAS120','ACACT5r','ECOAH6',,,,,,
,,,'3OAS120','ACACT5r','T2DECAI',,,,,,
,,,'3OAS120','ACACT6r','ACOAD1f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD3f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD4f',,,,,,
,,,'3OAS120','ACACT6r','ACOAD5f',,,,,,
,,,'3OAS120','ACACT6r','ECOAH1',,,,,,
,,,'3OAS120','ACACT6r','ECOAH2',,,,,,
,,,'3OAS120','ACACT6r','ECOAH3',,,,,,
,,,'3OAS120','ACACT6r','ECOAH4',,,,,,
,,,'3OAS120','ACACT6r','ECOAH5',,,,,,
,,,'3OAS120','ACACT6r','HACD1',,,,,,
,,,'3OAS120','ACACT6r','HACD2',,,,,,
,,,'3OAS120','ACACT6r','HACD3',,,,,,
,,,'3OAS120','ACACT6r','HACD4',,,,,,
,,,'3OAS120','ACACT6r','HACD5',,,,,,
,,,'3OAS120','ACOAD1f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD1f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD3f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD3f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD4f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD4f','T2DECAI',,,,,,
,,,'3OAS120','ACOAD5f','ECOAH6',,,,,,
,,,'3OAS120','ACOAD5f','T2DECAI',,,,,,
,,,'3OAS120','ECOAH1','ECOAH6',,,,,,
,,,'3OAS120','ECOAH1','T2DECAI',,,,,,
,,,'3OAS120','ECOAH2','ECOAH6',,,,,,
,,,'3OAS120','ECOAH2','T2DECAI',,,,,,
,,,'3OAS120','ECOAH3','ECOAH6',,,,,,
,,,'3OAS120','ECOAH3','T2DECAI',,,,,,
,,,'3OAS120','ECOAH4','ECOAH6',,,,,,
,,,'3OAS120','ECOAH4','T2DECAI',,,,,,
,,,'3OAS120','ECOAH5','ECOAH6',,,,,,
,,,'3OAS120','ECOAH5','T2DECAI',,,,,,
,,,'3OAS120','ECOAH6','HACD1',,,,,,
,,,'3OAS120','ECOAH6','HACD2',,,,,,
,,,'3OAS120','ECOAH6','HACD3',,,,,,
,,,'3OAS120','ECOAH6','HACD4',,,,,,
,,,'3OAS120','ECOAH6','HACD5',,,,,,
,,,'3OAS120','HACD1','T2DECAI',,,,,,
,,,'3OAS120','HACD2','T2DECAI',,,,,,
,,,'3OAS120','HACD3','T2DECAI',,,,,,
,,,'3OAS120','HACD4','T2DECAI',,,,,,
,,,'3OAS120','HACD5','T2DECAI',,,,,,
,,,'3OAS121','AACPS2','AACPS4',,,,,,
,,,'3OAS121','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAS121','AACPS2','FACOAE161',,,,,,
,,,'3OAS121','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAS121','AACPS4','FACOAE141',,,,,,
,,,'3OAS121','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAS121','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAS121','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAS121','FACOAE141','FACOAE161',,,,,,
,,,'3OAS141','AACPS2','AACPS4',,,,,,
,,,'3OAS141','AACPS2','CTECOAI7_copy1',,,,,,
,,,'3OAS141','AACPS2','FACOAE161',,,,,,
,,,'3OAS141','AACPS4','CTECOAI6_copy1',,,,,,
,,,'3OAS141','AACPS4','FACOAE141',,,,,,
,,,'3OAS141','CTECOAI6_copy1','CTECOAI7_copy1',,,,,,
,,,'3OAS141','CTECOAI6_copy1','FACOAE161',,,,,,
,,,'3OAS141','CTECOAI7_copy1','FACOAE141',,,,,,
,,,'3OAS141','FACOAE141','FACOAE161',,,,,,
,,,'3OAS160','3OAS161','ACACT7r',,,,,,
,,,'3OAS160','3OAS161','ECOAH7',,,,,,
,,,'3OAS160','3OAS161','HACD7',,,,,,
,,,'3OAS160','3OAS181','ACOAD7f',,,,,,
,,,'3OAS160','ACACT8r','ACOAD7f',,,,,,
,,,'3OAS160','ACOAD7f','ECOAH8',,,,,,
,,,'3OAS160','ACOAD7f','FACOAL181t2pp',,,,,,
,,,'3OAS60','AACPS9','ACACT4r',,,,,,
,,,'3OAS60','AACPS9','ACOAD4f',,,,,,
,,,'3OAS60','AACPS9','ECOAH4',,,,,,
,,,'3OAS60','AACPS9','HACD4',,,,,,
,,,'3OAS60','ACACT4r','FACOAE80',,,,,,
,,,'3OAS60','ACOAD2f','ACOAD2',,,,,,
,,,'3OAS60','ACOAD4f','FACOAE80',,,,,,
,,,'3OAS60','ECOAH4','FACOAE80',,,,,,
,,,'3OAS60','FACOAE80','HACD4',,,,,,
,,,'3OAS80','AACPS9','ACACT4r',,,,,,
,,,'3OAS80','AACPS9','ACOAD4f',,,,,,
,,,'3OAS80','AACPS9','ECOAH4',,,,,,
,,,'3OAS80','AACPS9','HACD4',,,,,,
,,,'3OAS80','ACACT4r','FACOAE80',,,,,,
,,,'3OAS80','ACOAD2f','ACOAD2',,,,,,
,,,'3OAS80','ACOAD4f','FACOAE80',,,,,,
,,,'3OAS80','ECOAH4','FACOAE80',,,,,,
,,,'3OAS80','FACOAE80','HACD4',,,,,,
,,,'AACPS2','AACPS4','T2DECAI',,,,,,
,,,'AACPS2','CTECOAI7_copy1','T2DECAI',,,,,,
,,,'AACPS2','FACOAE161','T2DECAI',,,,,,
,,,'AACPS3','EAR160x','EAR160y',,,,,,
,,,'AACPS4','CTECOAI6_copy1','T2DECAI',,,,,,
,,,'AACPS4','EAR161x','EAR161y',,,,,,
,,,'AACPS4','FACOAE141','T2DECAI',,,,,,
,,,'AACPS7','EAR120x','EAR120y',,,,,,
,,,'ACACT1r','EAR40x','EAR40y',,,,,,
,,,'ACACT1r','EAR60x','EAR60y',,,,,,
,,,'ACACT1r','EAR80x','EAR80y',,,,,,
,,,'ACACT1r','KAS14','KAS15',,,,,,
,,,'ACACT2r','EAR40x','EAR40y',,,,,,
,,,'ACACT2r','EAR60x','EAR60y',,,,,,
,,,'ACACT2r','EAR80x','EAR80y',,,,,,
,,,'ACACT2r','KAS14','KAS15',,,,,,
,,,'ACACT3r','EAR40x','EAR40y',,,,,,
,,,'ACACT3r','EAR60x','EAR60y',,,,,,
,,,'ACACT3r','EAR80x','EAR80y',,,,,,
,,,'ACACT3r','KAS14','KAS15',,,,,,
,,,'ACCOAL','AKGDH','SUCOAS',,,,,,
,,,'ACKr','ACS','ACt2rpp',,,,,,
