A,B,C,D,E,F,G,H,I,J,K,L
,,,'FMNRx2','GHMT2r','H2Ot',,,,,,
,,,'FMNRx2','GHMT2r','ICDHyr',,,,,,
,,,'FMNRx2','GLCpts','H2Ot',,,,,,
,,,'FMNRx2','GLCpts','UREAt',,,,,,
,,,'FMNRx2','GLUSx','H2Ot',,,,,,
,,,'FMNRx2','H2Ot','PC',,,,,,
,,,'FMNRx2','H2Ot','PFK',,,,,,
,,,'FMNRx2','H2Ot','PGI',,,,,,
,,,'FMNRx2','H2Ot','PGK',,,,,,
,,,'FMNRx2','H2Ot','TPI',,,,,,
,,,'FMNRx2','ICDHyr','MTHFC',,,,,,
,,,'FMNRx2','ICDHyr','MTHFD',,,,,,
,,,'FMNRx2','PFK','UREAt',,,,,,
,,,'FMNRx2','PGI','UREAt',,,,,,
,,,'FMNRx','FTHFLi','ICDHyr',,,,,,
,,,'FMNRx','GAPD','H2Ot',,,,,,
,,,'FMNRx','GCCa','ICDHyr',,,,,,
,,,'FMNRx','GCCb','ICDHyr',,,,,,
,,,'FMNRx','GCCc','ICDHyr',,,,,,
,,,'FMNRx','GHMT2r','H2Ot',,,,,,
,,,'FMNRx','GHMT2r','ICDHyr',,,,,,
,,,'FMNRx','GLCpts','H2Ot',,,,,,
,,,'FMNRx','GLCpts','UREAt',,,,,,
,,,'FMNRx','GLUSx','H2Ot',,,,,,
,,,'FMNRx','H2Ot','PC',,,,,,
,,,'FMNRx','H2Ot','PFK',,,,,,
,,,'FMNRx','H2Ot','PGI',,,,,,
,,,'FMNRx','H2Ot','PGK',,,,,,
,,,'FMNRx','H2Ot','TPI',,,,,,
,,,'FMNRx','ICDHyr','MTHFC',,,,,,
,,,'FMNRx','ICDHyr','MTHFD',,,,,,
,,,'FMNRx','PFK','UREAt',,,,,,
,,,'FMNRx','PGI','UREAt',,,,,,
,,,'GAPD','H2Ot','UREAt',,,,,,
,,,'GAPD','HCYSMT','UREAt',,,,,,
,,,'GCCa','GHMT2r','MTHFC',,,,,,
,,,'GCCa','GHMT2r','MTHFD',,,,,,
,,,'GCCb','GHMT2r','MTHFC',,,,,,
,,,'GCCb','GHMT2r','MTHFD',,,,,,
,,,'GCCc','GHMT2r','MTHFC',,,,,,
,,,'GCCc','GHMT2r','MTHFD',,,,,,
,,,'GHMT2r','GLCpts','UREAt',,,,,,
,,,'GLCpts','H2Ot','UREAt',,,,,,
,,,'GLCpts','HCYSMT','UREAt',,,,,,
,,,'GLCpts','MTHFC','UREAt',,,,,,
,,,'GLCpts','MTHFD','UREAt',,,,,,
,,,'GLCpts','TALA','UREAt',,,,,,
,,,'GLCpts','TKT1','UREAt',,,,,,
,,,'GLUSx','H2Ot','UREAt',,,,,,
,,,'GLUSx','ME1','PPCK',,,,,,
,,,'H2Ot','PC','UREAt',,,,,,
,,,'H2Ot','PFK','UREAt',,,,,,
,,,'H2Ot','PGI','UREAt',,,,,,
,,,'H2Ot','PGK','UREAt',,,,,,
,,,'H2Ot','TPI','UREAt',,,,,,
,,,'HCYSMT','PFK','UREAt',,,,,,
,,,'HCYSMT','PGI','UREAt',,,,,,
,,,'HCYSMT','PGK','UREAt',,,,,,
,,,'HCYSMT','TPI','UREAt',,,,,,
,,,'MDH','MDH2','ME1',,,,,,
,,,'MDH','MDH2','PC',,,,,,
,,,'NDPK7','RNDR3','URIDK2r',,,,,,
,,,'NDPK9','URIK1','URIK2',,,,,,
,,,'ORNDC','UREA','UREAt',,,,,,
,,,'PGI','TALA','UREAt',,,,,,
,,,'PGI','TKT1','UREAt',,,,,,
,,,'PHEt2r','TALA','TYRt2r',,,,,,
,,,'PHEt2r','TKT1','TYRt2r',,,,,,
,,,'RNDR3','RNTR3','URIDK2r',,,,,,
,,,'URIK1','URIK2','URIK3',,,,,,
