A,B,C,D,E,F,G,H,I,J,K,L
,,,'ENO','ETOHtex','O2tex',,,,,,
,,,'ENO','ETOHtex','O2tpp',,,,,,
,,,'ENO','ETOHtex','EX_o2_e',,,,,,
,,,'ENO','FHL','O2tex',,,,,,
,,,'ENO','FHL','O2tpp',,,,,,
,,,'ENO','FHL','EX_o2_e',,,,,,
,,,'ENO','FUM','PPS',,,,,,
,,,'ENO','GAPD','GHMT2r',,,,,,
,,,'ENO','GHMT2r','PGK',,,,,,
,,,'ENO','GLCt2pp','O2tex',,,,,,
,,,'ENO','GLCt2pp','O2tpp',,,,,,
,,,'ENO','GLCt2pp','EX_o2_e',,,,,,
,,,'ENO','H2Otex','O2tex',,,,,,
,,,'ENO','H2Otex','EX_o2_e',,,,,,
,,,'ENO','H2Otpp','O2tex',,,,,,
,,,'ENO','H2Otpp','O2tpp',,,,,,
,,,'ENO','H2Otpp','EX_o2_e',,,,,,
,,,'ENO','H2tex','O2tex',,,,,,
,,,'ENO','H2tex','O2tpp',,,,,,
,,,'ENO','H2tex','EX_o2_e',,,,,,
,,,'ENO','H2tpp','O2tex',,,,,,
,,,'ENO','H2tpp','O2tpp',,,,,,
,,,'ENO','H2tpp','EX_o2_e',,,,,,
,,,'ENO','Htex','O2tex',,,,,,
,,,'ENO','Htex','EX_o2_e',,,,,,
,,,'ENO','O2tex','PFL',,,,,,
,,,'ENO','O2tex','PGCD',,,,,,
,,,'ENO','O2tex','PSERT',,,,,,
,,,'ENO','O2tex','PSP_L',,,,,,
,,,'ENO','O2tex','PTAr',,,,,,
,,,'ENO','O2tex','EX_ac_e',,,,,,
,,,'ENO','O2tex','EX_co2_e',,,,,,
,,,'ENO','O2tex','EX_etoh_e',,,,,,
,,,'ENO','O2tex','EX_h_e',,,,,,
,,,'ENO','O2tex','EX_h2_e',,,,,,
,,,'ENO','O2tex','EX_h2o_e',,,,,,
,,,'ENO','O2tpp','PFL',,,,,,
,,,'ENO','O2tpp','PGCD',,,,,,
,,,'ENO','O2tpp','PSERT',,,,,,
,,,'ENO','O2tpp','PSP_L',,,,,,
,,,'ENO','O2tpp','PTAr',,,,,,
,,,'ENO','O2tpp','EX_ac_e',,,,,,
,,,'ENO','O2tpp','EX_co2_e',,,,,,
,,,'ENO','O2tpp','EX_etoh_e',,,,,,
,,,'ENO','O2tpp','EX_h2_e',,,,,,
,,,'ENO','PFL','EX_o2_e',,,,,,
,,,'ENO','PGCD','EX_o2_e',,,,,,
,,,'ENO','PPCK','PPS',,,,,,
,,,'ENO','PSERT','EX_o2_e',,,,,,
,,,'ENO','PSP_L','EX_o2_e',,,,,,
,,,'ENO','PTAr','EX_o2_e',,,,,,
,,,'ENO','EX_ac_e','EX_o2_e',,,,,,
,,,'ENO','EX_co2_e','EX_o2_e',,,,,,
,,,'ENO','EX_etoh_e','EX_o2_e',,,,,,
,,,'ENO','EX_h_e','EX_o2_e',,,,,,
,,,'ENO','EX_h2_e','EX_o2_e',,,,,,
,,,'ENO','EX_h2o_e','EX_o2_e',,,,,,
,,,'ETOHt2rpp','O2tex','PGM',,,,,,
,,,'ETOHt2rpp','O2tpp','PGM',,,,,,
,,,'ETOHt2rpp','PGM','EX_o2_e',,,,,,
,,,'ETOHtex','O2tex','PGM',,,,,,
,,,'ETOHtex','O2tpp','PGM',,,,,,
,,,'ETOHtex','PGM','EX_o2_e',,,,,,
,,,'F6PA','FBA','TPI',,,,,,
,,,'F6PA','PFK','TPI',,,,,,
,,,'FA140ACPHi','FACOAE140','FACOAL140t2pp',,,,,,
,,,'FA140ACPHi','FACOAE140','G3PAT140',,,,,,
,,,'FA140ACPHi','FACOAE140','HACD6i',,,,,,
,,,'FA140ACPHi','FACOAE140','ACACT6r',,,,,,
,,,'FACOAE160','HACD7i','PGPP160',,,,,,
,,,'FACOAE160','ACACT7r','PGPP160',,,,,,
,,,'FACOAE161','CTECOAI7','PGPP161',,,,,,
,,,'FACOAE181','HACD8i','PGPP181',,,,,,
,,,'FACOAE181','ACACT8r','PGPP181',,,,,,
,,,'FACOAE181','CTECOAI8','PGPP181',,,,,,
,,,'FE2tex','Htex','EX_co2_e',,,,,,
,,,'FE2tex','EX_co2_e','EX_h_e',,,,,,
,,,'FE3tex','Htex','EX_co2_e',,,,,,
,,,'FE3tex','EX_co2_e','EX_h_e',,,,,,
,,,'FEROpp','Htex','EX_co2_e',,,,,,
,,,'FEROpp','EX_co2_e','EX_h_e',,,,,,
,,,'FGLU','GAPD','TPI',,,,,,
,,,'FGLU','MALS','PPC',,,,,,
,,,'FGLU','PGK','TPI',,,,,,
,,,'FHL','O2tex','PGM',,,,,,
,,,'FHL','O2tpp','PGM',,,,,,
,,,'FHL','PGM','EX_o2_e',,,,,,
,,,'FLDR','GRXR','RNDR1',,,,,,
,,,'FLDR','GRXR','RNDR2',,,,,,
,,,'FLDR','GRXR','RNDR3',,,,,,
,,,'FLDR','GTHOr','RNDR1',,,,,,
,,,'FLDR','GTHOr','RNDR2',,,,,,
,,,'FLDR','GTHOr','RNDR3',,,,,,
,,,'FLDR','RNDR1','RNDR1b',,,,,,
,,,'FLDR','RNDR1b','TRDR',,,,,,
,,,'FLDR','RNDR2','RNDR2b',,,,,,
,,,'FLDR','RNDR2b','TRDR',,,,,,
,,,'FLDR','RNDR3','RNDR3b',,,,,,
,,,'FLDR','RNDR3b','TRDR',,,,,,
,,,'FORAMD','GAPD','TPI',,,,,,
,,,'FORAMD','MALS','PPC',,,,,,
,,,'FORAMD','PGK','TPI',,,,,,
,,,'FRD2','NADHNQR','O2tex',,,,,,
,,,'FRD2','NADHNQR','O2tpp',,,,,,
,,,'FRD2','NADHNQR','EX_o2_e',,,,,,
,,,'FUM','FUMtex','SUCCtex',,,,,,
,,,'FUM','FUMtex','EX_succ_e',,,,,,
,,,'FUM','GAPD','PPS',,,,,,
,,,'FUM','PGK','PPS',,,,,,
,,,'FUM','PGM','PPS',,,,,,
,,,'FUM','SUCCtex','SUCFUMtpp',,,,,,
,,,'FUM','SUCCtex','EX_fum_e',,,,,,
,,,'FUM','SUCFUMtpp','EX_succ_e',,,,,,
,,,'FUM','EX_fum_e','EX_succ_e',,,,,,
,,,'G6PDH2r','GLCDpp','RPE',,,,,,
,,,'G6PDH2r','GLCDpp','TKT2',,,,,,
,,,'G6PDH2r','GLCNt2rpp','RPE',,,,,,
,,,'G6PDH2r','GLCNt2rpp','TKT2',,,,,,
,,,'G6PDH2r','GNK','RPE',,,,,,
,,,'G6PDH2r','GNK','TKT2',,,,,,
,,,'GAPD','GHMT2r','PGM',,,,,,
,,,'GAPD','H2Otpp','TPI',,,,,,
,,,'GAPD','HISDr','TPI',,,,,,
,,,'GAPD','IZPN','TPI',,,,,,
,,,'GAPD','PPCK','PPS',,,,,,
,,,'GAPD','RPI','TPI',,,,,,
,,,'GAPD','TKT2','TPI',,,,,,
,,,'GAPD','TPI','URCN',,,,,,
,,,'GARFT','GHMT2r','GLYCL',,,,,,
,,,'GARFT','GLYCL','PGCD',,,,,,
,,,'GARFT','GLYCL','PSERT',,,,,,
,,,'GARFT','GLYCL','PSP_L',,,,,,
,,,'GART','GHMT2r','GLYCL',,,,,,
,,,'GART','GLYCL','PGCD',,,,,,
,,,'GART','GLYCL','PSERT',,,,,,
,,,'GART','GLYCL','PSP_L',,,,,,
,,,'GHMT2r','GLYCL','MTHFC',,,,,,
,,,'GHMT2r','GLYCL','MTHFD',,,,,,
,,,'GHMT2r','GLYCL','PFL',,,,,,
,,,'GHMT2r','PGK','PGM',,,,,,
,,,'GHMT2r','THRA','THRD',,,,,,
,,,'GLCDpp','PGL','RPE',,,,,,
,,,'GLCDpp','PGL','TKT2',,,,,,
,,,'GLCNt2rpp','PGL','RPE',,,,,,
,,,'GLCNt2rpp','PGL','TKT2',,,,,,
,,,'GLCptspp','HEX1','PGI',,,,,,
,,,'GLCt2pp','O2tex','PGM',,,,,,
,,,'GLCt2pp','O2tpp','PGM',,,,,,
,,,'GLCt2pp','PGM','EX_o2_e',,,,,,
,,,'GLUDxi','GLUDy','GLUSy',,,,,,
,,,'GLYCL','MTHFC','PGCD',,,,,,
,,,'GLYCL','MTHFC','PSERT',,,,,,
,,,'GLYCL','MTHFC','PSP_L',,,,,,
,,,'GLYCL','MTHFD','PGCD',,,,,,
,,,'GLYCL','MTHFD','PSERT',,,,,,
,,,'GLYCL','MTHFD','PSP_L',,,,,,
,,,'GLYCL','PFL','PGCD',,,,,,
,,,'GLYCL','PFL','PSERT',,,,,,
,,,'GLYCL','PFL','PSP_L',,,,,,
,,,'GNK','PGL','RPE',,,,,,
,,,'GNK','PGL','TKT2',,,,,,
,,,'GRXR','RNDR1','RNTR1c',,,,,,
,,,'GRXR','RNDR2','RNTR2c',,,,,,
,,,'GRXR','RNDR3','RNTR3c',,,,,,
,,,'GTHOr','RNDR1','RNTR1c',,,,,,
,,,'GTHOr','RNDR2','RNTR2c',,,,,,
,,,'GTHOr','RNDR3','RNTR3c',,,,,,
,,,'H2Otex','O2tex','PGM',,,,,,
,,,'H2Otex','PGM','EX_o2_e',,,,,,
,,,'H2Otpp','O2tex','PGM',,,,,,
,,,'H2Otpp','O2tpp','PGM',,,,,,
,,,'H2Otpp','PGK','TPI',,,,,,
,,,'H2Otpp','PGM','EX_o2_e',,,,,,
,,,'H2tex','O2tex','PGM',,,,,,
,,,'H2tex','O2tpp','PGM',,,,,,
,,,'H2tex','PGM','EX_o2_e',,,,,,
,,,'H2tpp','O2tex','PGM',,,,,,
,,,'H2tpp','O2tpp','PGM',,,,,,
,,,'H2tpp','PGM','EX_o2_e',,,,,,
,,,'HISDr','MALS','PPC',,,,,,
,,,'HISDr','PGK','TPI',,,,,,
,,,'Htex','O2tex','PGM',,,,,,
,,,'Htex','O2tex','EX_co2_e',,,,,,
,,,'Htex','PGM','EX_o2_e',,,,,,
,,,'Htex','EX_co2_e','EX_fe2_e',,,,,,
,,,'Htex','EX_co2_e','EX_fe3_e',,,,,,
,,,'Htex','EX_co2_e','EX_o2_e',,,,,,
,,,'IZPN','MALS','PPC',,,,,,
,,,'IZPN','PGK','TPI',,,,,,
,,,'K2L4Aabcpp','LIPACabcpp','RPI',,,,,,
,,,'K2L4Aabcpp','RPI','EX_lipa_cold_e',,,,,,
,,,'K2L4Atex','LIPACabcpp','RPI',,,,,,
,,,'K2L4Atex','RPI','EX_lipa_cold_e',,,,,,
,,,'LIPACabcpp','RPI','EX_kdo2lipid4_e',,,,,,
,,,'MALS','PPC','URCN',,,,,,
,,,'NADHNQR','O2tex','SUCCt3pp',,,,,,
,,,'NADHNQR','O2tex','SUCCtex',,,,,,
,,,'NADHNQR','O2tex','EX_succ_e',,,,,,
,,,'NADHNQR','O2tpp','SUCCt3pp',,,,,,
,,,'NADHNQR','O2tpp','SUCCtex',,,,,,
,,,'NADHNQR','O2tpp','EX_succ_e',,,,,,
,,,'NADHNQR','SUCCt3pp','EX_o2_e',,,,,,
,,,'NADHNQR','SUCCtex','EX_o2_e',,,,,,
,,,'NADHNQR','EX_o2_e','EX_succ_e',,,,,,
,,,'NDPK3','NTD4','RPI',,,,,,
,,,'O2tex','PFL','PGM',,,,,,
,,,'O2tex','PGCD','PGM',,,,,,
,,,'O2tex','PGM','PSERT',,,,,,
,,,'O2tex','PGM','PSP_L',,,,,,
,,,'O2tex','PGM','PTAr',,,,,,
,,,'O2tex','PGM','EX_ac_e',,,,,,
,,,'O2tex','PGM','EX_co2_e',,,,,,
,,,'O2tex','PGM','EX_etoh_e',,,,,,
,,,'O2tex','PGM','EX_h_e',,,,,,
,,,'O2tex','PGM','EX_h2_e',,,,,,
,,,'O2tex','PGM','EX_h2o_e',,,,,,
,,,'O2tex','EX_co2_e','EX_h_e',,,,,,
,,,'O2tpp','PFL','PGM',,,,,,
,,,'O2tpp','PGCD','PGM',,,,,,
,,,'O2tpp','PGM','PSERT',,,,,,
,,,'O2tpp','PGM','PSP_L',,,,,,
,,,'O2tpp','PGM','PTAr',,,,,,
,,,'O2tpp','PGM','EX_ac_e',,,,,,
,,,'O2tpp','PGM','EX_co2_e',,,,,,
,,,'O2tpp','PGM','EX_etoh_e',,,,,,
,,,'O2tpp','PGM','EX_h2_e',,,,,,
,,,'PFL','PGM','EX_o2_e',,,,,,
,,,'PGCD','PGM','EX_o2_e',,,,,,
,,,'PGCD','THRA','THRD',,,,,,
,,,'PGK','PPCK','PPS',,,,,,
,,,'PGK','RPI','TPI',,,,,,
,,,'PGK','TKT2','TPI',,,,,,
,,,'PGK','TPI','URCN',,,,,,
,,,'PGM','PPCK','PPS',,,,,,
,,,'PGM','PSERT','EX_o2_e',,,,,,
,,,'PGM','PSP_L','EX_o2_e',,,,,,
,,,'PGM','PTAr','EX_o2_e',,,,,,
,,,'PGM','EX_ac_e','EX_o2_e',,,,,,
,,,'PGM','EX_co2_e','EX_o2_e',,,,,,
,,,'PGM','EX_etoh_e','EX_o2_e',,,,,,
,,,'PGM','EX_h_e','EX_o2_e',,,,,,
,,,'PGM','EX_h2_e','EX_o2_e',,,,,,
,,,'PGM','EX_h2o_e','EX_o2_e',,,,,,
,,,'PSERT','THRA','THRD',,,,,,
,,,'PSP_L','THRA','THRD',,,,,,
,,,'RNDR1','RNDR1b','RNTR1c',,,,,,
,,,'RNDR1b','RNTR1c','TRDR',,,,,,
,,,'RNDR2','RNDR2b','RNTR2c',,,,,,
,,,'RNDR2b','RNTR2c','TRDR',,,,,,
,,,'RNDR3','RNDR3b','RNTR3c',,,,,,
,,,'RNDR3b','RNTR3c','TRDR',,,,,,
,,,'RPI','EX_kdo2lipid4_e','EX_lipa_cold_e',,,,,,
,,,'SUCCt3pp','SUCDi','SUCOAS',,,,,,
,,,'SUCCtex','SUCDi','SUCOAS',,,,,,
,,,'SUCDi','SUCOAS','EX_succ_e',,,,,,
,,,'EX_co2_e','EX_fe2_e','EX_h_e',,,,,,
,,,'EX_co2_e','EX_fe3_e','EX_h_e',,,,,,
,,,'EX_co2_e','EX_h_e','EX_o2_e',,,,,,
